(4, 11, 3)	1	0	259874	556107	23	22
(11, 4, 3)	2	0	654384	344580	27	27
(5, 6, 3)	1	0	414052	569793	29	28
(6, 5, 3)	1	0	46378	42688	11	10
(5, 7, 3)	2	0	645181	386951	28	28
(7, 5, 3)	1	0	53997	41941	11	10
(5, 8, 3)	1	0	576618	460831	21	20
(8, 5, 3)	1	0	51891	40591	10	9
(5, 9, 3)	1	0	494244	19438	16	15
(9, 5, 3)	2	0	9420	186476	17	17
(5, 10, 3)	2	0	262736	262629	15	15
(10, 5, 3)	1	0	178753	42439	10	9
(5, 11, 3)	1	0	659709	727083	34	33
(11, 5, 3)	1	0	31320	41990	14	13
(6, 7, 3)	2	0	130642	73068	10	10
(7, 6, 3)	2	0	169806	275169	19	19
(6, 8, 3)	2	0	140168	59783	8	8
(8, 6, 3)	1	0	652113	819345	38	37
(6, 9, 3)	2	0	133741	5208	12	12
(9, 6, 3)	2	0	11120	119071	16	16
(6, 10, 3)	2	0	135345	372340	10	10
(10, 6, 3)	2	0	785965	516993	25	25
(6, 11, 3)	2	0	130326	57316	10	10
(11, 6, 3)	2	0	266707	144985	14	14
(7, 8, 3)	2	0	202119	177797	18	18
(8, 7, 3)	2	0	419735	322078	24	24
(7, 9, 3)	1	0	279398	22036	26	25
(9, 7, 3)	2	0	5175	14139	13	13
(7, 10, 3)	1	0	78170	138132	13	12
(10, 7, 3)	2	0	751557	308814	25	25
(7, 11, 3)	2	0	169580	122455	20	20
(11, 7, 3)	2	0	715694	366084	30	30
(8, 9, 3)	2	0	600370	99090	33	33
(9, 8, 3)	2	0	8188	147423	17	17
(8, 10, 3)	1	0	126204	162154	13	12
(10, 8, 3)	2	0	717297	419133	24	24
(8, 11, 3)	1	0	263341	211085	15	14
(11, 8, 3)	2	0	180627	129510	15	15
(9, 10, 3)	1	0	10844	160353	14	13
(10, 9, 3)	1	0	670931	26455	18	17
(9, 11, 3)	2	0	8872	80703	15	15
(11, 9, 3)	1	0	616381	38286	21	20
(10, 11, 3)	1	0	874014	926105	42	41
(11, 10, 3)	1	0	70106	160032	13	12
(0, 1, 4)	0	0	934295	956440	107	106
(1, 0, 4)	2	0	680932	649678	35	35
(0, 2, 4)	0	0	948518	999366	107	106
(2, 0, 4)	2	0	645547	471088	23	23
(0, 3, 4)	1	0	852168	892376	53	52
(3, 0, 4)	2	0	618047	557633	34	34
(0, 4, 4)	1	0	446844	449897	28	27
(4, 0, 4)	2	0	373361	595445	25	25
(0, 5, 4)	1	0	342386	550623	24	23
(5, 0, 4)	2	0	530495	359588	21	21
(0, 6, 4)	1	0	355319	223692	16	15
(6, 0, 4)	2	0	856643	605636	35	35
(0, 7, 4)	1	0	342834	368095	24	23
(7, 0, 4)	2	0	384716	542124	25	25
(0, 8, 4)	1	0	427372	524691	27	26
(8, 0, 4)	2	0	469257	416643	24	24
(0, 9, 4)	1	0	637197	135932	33	32
(9, 0, 4)	2	0	398502	643153	36	36
(0, 10, 4)	1	0	159888	452739	22	21
(10, 0, 4)	2	0	792792	341680	25	25
(0, 11, 4)	1	0	618436	773568	29	28
(11, 0, 4)	2	0	869444	604409	30	30
(1, 2, 4)	0	0	971265	999350	107	106
(2, 1, 4)	0	0	999441	943121	107	106
(1, 3, 4)	1	0	668409	783082	37	36
(3, 1, 4)	2	0	921055	749339	50	50
(1, 4, 4)	1	0	650232	364896	28	27
(4, 1, 4)	2	0	527380	644477	27	27
(1, 5, 4)	1	0	610003	637793	26	25
(5, 1, 4)	2	0	708089	574152	28	28
(1, 6, 4)	1	0	617755	713801	32	31
(6, 1, 4)	2	0	806558	651296	30	30
(1, 7, 4)	1	0	590321	392156	45	44
(7, 1, 4)	2	0	398679	503780	33	33
(1, 8, 4)	1	0	584523	540967	29	28
(8, 1, 4)	2	0	687255	592098	31	31
(1, 9, 4)	1	0	489659	120458	35	34
(9, 1, 4)	2	0	208229	664818	34	34
(1, 10, 4)	1	0	665315	834026	37	36
(10, 1, 4)	2	0	976157	626303	43	43
(1, 11, 4)	1	0	546118	866775	33	32
(11, 1, 4)	2	0	962967	620074	32	32
(2, 3, 4)	1	0	867547	904015	51	50
(3, 2, 4)	2	0	917864	849046	49	49
(2, 4, 4)	1	0	413408	267816	21	20
(4, 2, 4)	2	0	483900	824928	29	29
(2, 5, 4)	1	0	794191	702157	32	31
(5, 2, 4)	2	0	670694	669775	23	23
(2, 6, 4)	1	0	736689	474341	27	26
(6, 2, 4)	2	0	717060	680975	29	29
(2, 7, 4)	1	0	709401	503674	35	34
(7, 2, 4)	2	0	448301	820215	34	34
(2, 8, 4)	1	0	590458	314504	24	23
(8, 2, 4)	2	0	657197	484978	36	36
(2, 9, 4)	1	0	575888	28562	21	20
